name,kind,lat,lon,province/city
Codo Garden Homestay,guest_house,16.4679184,107.6016126,Huế
Núi Rệ,peak,16.3178176,107.5798309,Huế
Núi Thiên Thai,peak,16.4268339,107.5944382,Huế
Núi Động Truồi,peak,16.236781,107.7497663,Huế
Núi Thế Đại,peak,16.4717391,107.4581605,Huế
Núi Bạch Mã,peak,16.1749716,107.8380686,Huế
Núi Động Nôm,peak,16.1824265,107.7867794,Huế
Núi Động Đlíp,peak,16.1594478,107.8202748,Huế
Eva Homestay,hotel,16.4666164,107.5943002,Huế
Maya Homestay,hotel,16.4667328,107.5942848,Huế
Lavande Homestay,hostel,16.4663348,107.5944769,Huế
Eva Homestay 2,hotel,16.4665218,107.5943583,Huế
a-mâze house,hostel,16.4783396,107.5799955,Huế
Amy Hotel Hue,hotel,16.4690485,107.5969668,Huế
Moon Garden Riverside,guest_house,16.4480629,107.5343094,Huế
Soleil Boutique,hotel,16.4675856,107.5832878,Huế
Stele Pavilion,attraction,16.4331868,107.5653998,Huế
Trang Nguyen Hotel,hotel,16.4691869,107.5944752,Huế
Hajime Homestay Hue,guest_house,16.4388401,107.5782853,Huế
Lăng Dục Đức,tomb,16.4510937,107.5931525,Huế
Sen Hotel,hotel,16.4607867,107.5898656,Huế
Nice Hue Hotel,hotel,16.4607112,107.5892633,Huế
Meliá Vinpearl Hue,hotel,16.463231,107.5941414,Huế
Melody Riverside,hostel,16.456403,107.601529,Huế
Q' Homestay Garden Villa,guest_house,16.4680021,107.6015852,Huế
water tubes,attraction,16.409051,107.5762063,Huế
"illegal entrance to palace, climb over",attraction,16.4565984,107.5981417,Huế
Hue Sweethouse 1 Homestay,hotel,16.4640246,107.5935688,Huế
Sunny A Hotel,hotel,16.4644332,107.5929502,Huế
White Lotus,hotel,16.4653175,107.5906483,Huế
Buddha statue,attraction,16.2503007,107.7882756,Huế
Hòn Vượn,peak,16.4524532,107.4808862,Huế
Núi Kim Phụng,peak,16.3902898,107.5355314,Huế
Núi Gáy,peak,16.3456166,107.5697458,Huế
Núi Động Tranh,peak,16.4271632,107.6085976,Huế
Le Robinet,hotel,16.4664491,107.5740471,Huế
Nana Homestay & Villa,hotel,16.4568777,107.5960969,Huế
Điện Biên Phủ,attraction,16.4566552,107.5809463,Huế
Cầu Ga,attraction,16.4572126,107.5788716,Huế
Trung tâm Nghệ thuật Điềm Phùng Thị,museum,16.4669715,107.5895601,Huế
Trung tâm Thanh thiếu nhi Huế,museum,16.4592467,107.5822457,Huế
Chợ Đông Ba,attraction,16.4725333,107.5886564,Huế
Ngọ Môn,attraction,16.4676824,107.5791834,Huế
Duyệt Thị Đường,attraction,16.4703036,107.5784839,Huế
Hưng Tổ Miếu,attraction,16.4675459,107.5764287,Huế
Thái Miếu,attraction,16.4699025,107.5803251,Huế
Thế Tổ Miếu,attraction,16.4671614,107.5767398,Huế
Triệu Miếu,attraction,16.4701991,107.5800933,Huế
Phủ Nội Vụ,attraction,16.4706162,107.5797647,Huế
Cung Diên Thọ,attraction,16.4688916,107.5754008,Huế
Cung Trường Sanh,attraction,16.4697182,107.5746783,Huế
Kỳ Đài,attraction,16.4663574,107.5802462,Huế
Hotel Saigon Morin,hotel,16.4665764,107.5902996,Huế
Thương Bạc,attraction,16.4680333,107.5855685,Huế
